device,site,city,state,date,tair_mean,tair_max,tair_min,rh_mean,precip,et,wind_speed,wind_dir,vpd,swdw,ndvi,lat,lon
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-21,18.7,26.0,13.4,69.0,0.0,5.1,,,0.8,23.9,0.57,-25.58915,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-22,18.8,27.0,12.2,67.0,0.0,4.8,,,0.9,21.6,0.57,-25.58917,-51.49217
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-23,18.9,25.8,15.0,77.0,8.2,3.2,,,0.6,14.2,0.58,-25.58912,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-24,19.2,27.7,15.0,82.0,2.0,3.6,,,0.5,15.6,0.58,-25.5891,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-25,20.2,28.1,15.0,79.0,17.0,3.4,,,0.6,14.6,0.59,-25.58912,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-26,20.2,27.2,16.3,79.0,0.0,3.9,,,0.6,18.1,0.6,-25.58909,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-27,21.0,28.3,17.1,76.0,0.0,4.4,,,0.7,19.9,0.59,-25.58914,-51.49226
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-28,20.9,27.1,15.6,78.0,32.5,3.7,1.36,ENE,0.6,16.7,0.59,-25.58914,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-29,18.8,26.5,15.7,85.0,30.0,2.0,1.25,E,0.4,9.1,0.58,-25.58914,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-30,20.8,27.8,16.9,76.0,0.0,4.5,2.24,ENE,0.7,20.7,0.61,-25.58911,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-03-31,20.2,30.2,15.4,79.0,0.3,3.4,1.2,NE,0.6,15.2,0.61,-25.5892,-51.49217
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-01,20.6,28.1,15.6,82.0,14.7,3.2,1.22,E,0.5,14.5,0.61,-25.58916,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-02,20.2,25.1,18.0,88.0,6.9,2.4,1.71,NNW,0.3,10.5,0.61,-25.58917,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-03,20.4,25.6,18.4,88.0,3.5,2.7,1.43,SW,0.3,12.1,0.62,-25.58912,-51.49227
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-04,19.0,24.0,13.6,80.0,0.0,3.8,1.95,SSE,0.5,17.8,0.63,-25.58912,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-05,13.4,16.8,10.6,82.0,0.0,1.9,4.21,E,0.3,10.4,0.61,-25.58912,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-06,14.3,17.7,12.1,81.0,0.1,2.5,4.37,E,0.3,13.6,0.61,-25.58913,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-07,15.8,21.0,12.3,81.0,0.1,2.7,3.46,ENE,0.4,14.1,0.61,-25.58913,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-08,17.0,22.8,14.0,87.0,10.9,1.5,2.05,NNW,0.3,7.4,0.62,-25.5891,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-09,17.4,21.1,15.1,90.0,0.0,2.1,1.34,WSW,0.2,9.9,0.61,-25.58915,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-10,18.1,23.6,14.8,80.0,0.0,2.9,1.13,SSW,0.5,13.7,0.52,-25.58914,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-11,18.9,24.7,14.9,81.0,0.0,2.6,1.64,ENE,0.5,12.2,0.49,-25.58915,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-12,17.8,21.8,15.2,84.0,0.0,2.2,2.03,ENE,0.4,10.4,0.47,-25.58924,-51.49212
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-13,15.8,17.8,12.8,92.0,17.9,1.0,1.17,ESE,0.1,5.0,0.55,-25.58918,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-14,15.6,19.7,12.1,85.0,0.0,3.1,2.48,E,0.3,17.0,0.52,-25.58908,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-15,16.5,20.4,14.2,88.0,8.3,1.6,2.09,NE,0.2,8.2,0.52,-25.58915,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-16,17.8,22.5,14.9,85.0,0.0,2.1,0.85,ESE,0.3,9.9,0.52,-25.58912,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-17,18.9,26.5,13.4,82.0,0.0,3.5,1.57,ENE,0.5,16.3,0.52,-25.58912,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-18,19.5,26.7,16.2,83.0,0.0,2.7,1.68,NNE,0.4,12.3,0.52,-25.58914,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-19,17.8,23.0,14.9,88.0,0.4,2.0,1.01,SE,0.3,9.5,0.54,-25.58912,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-20,17.1,24.3,13.8,80.0,0.0,3.3,1.66,ENE,0.5,16.0,0.54,-25.58909,-51.49226
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-21,17.1,23.1,13.5,82.0,0.0,2.8,1.18,E,0.4,13.1,0.54,-25.58912,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-22,17.0,23.5,13.8,80.0,0.0,2.8,1.63,ENE,0.4,13.7,0.55,-25.58908,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-23,17.0,24.5,13.5,79.0,0.0,2.9,1.54,ENE,0.5,13.6,0.55,-25.58914,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-24,14.7,16.0,13.7,90.0,5.0,0.8,1.03,E,0.2,3.3,0.58,-25.58912,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-25,16.1,19.2,13.2,87.0,0.0,1.5,1.98,ENE,0.2,7.9,0.55,-25.58915,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-26,18.4,24.1,15.1,85.0,3.7,2.4,1.39,WNW,0.4,11.1,0.56,-25.5891,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-27,18.2,22.5,14.7,88.0,0.3,1.9,1.43,NW,0.3,8.3,0.56,-25.5891,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-28,16.6,21.4,9.7,77.0,0.0,3.4,1.27,S,0.5,16.5,0.57,-25.58912,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-29,13.4,22.2,6.8,62.0,0.0,3.5,1.33,E,0.7,17.5,0.57,-25.58915,-51.49218
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-04-30,14.0,23.0,7.7,72.0,0.0,3.4,1.68,ENE,0.6,17.1,0.57,-25.58911,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-01,14.3,22.8,9.6,76.0,0.0,3.2,2.11,ENE,0.5,16.6,0.57,-25.58909,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-02,15.7,24.6,10.4,76.0,0.0,3.3,1.96,NE,0.5,16.5,0.57,-25.58915,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-03,16.8,23.6,11.1,76.0,0.0,2.9,1.33,ENE,0.5,13.3,0.57,-25.5891,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-04,16.0,23.7,10.7,74.0,0.0,3.4,1.62,E,0.6,16.5,0.56,-25.58912,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-05,16.3,24.7,10.5,79.0,0.0,3.0,1.31,ENE,0.5,14.4,0.57,-25.58911,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-06,17.3,23.9,12.0,79.0,0.0,2.5,1.28,NE,0.5,11.7,0.56,-25.58909,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-07,17.4,23.0,13.7,81.0,0.1,1.9,1.45,NNE,0.4,8.2,0.55,-25.58911,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-08,19.7,26.8,14.4,73.0,0.0,3.7,1.96,NNW,0.7,15.1,0.56,-25.58914,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-09,19.6,26.1,14.2,79.0,25.5,3.2,3.36,WNW,0.6,12.3,0.56,-25.58909,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-10,15.0,19.6,11.3,83.0,0.3,2.7,2.32,ESE,0.3,14.7,0.57,-25.58913,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-11,13.2,18.5,9.7,69.0,0.0,3.1,3.2,ESE,0.5,15.9,0.57,-25.58908,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-12,13.7,18.6,10.6,80.0,0.0,2.7,3.73,ENE,0.3,14.6,0.56,-25.58909,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-13,15.5,21.1,12.7,83.0,0.0,2.9,2.86,ENE,0.3,14.8,0.56,-25.58908,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-14,15.6,21.6,11.7,76.0,0.0,3.1,2.86,ENE,0.5,15.6,0.55,-25.58913,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-15,14.8,19.9,10.9,76.0,0.0,2.9,1.93,NE,0.5,14.6,0.55,-25.58915,-51.49218
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-16,15.7,23.5,10.5,77.0,0.0,2.6,1.92,N,0.5,12.6,0.54,-25.58912,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-17,16.4,22.9,10.7,78.0,0.0,2.8,1.83,NNE,0.5,12.8,0.54,-25.58907,-51.49226
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-18,17.2,23.7,13.6,81.0,13.8,2.5,2.81,NNW,0.4,10.7,0.54,-25.58909,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-19,17.2,23.2,14.1,87.0,0.2,2.1,1.75,N,0.3,9.3,0.55,-25.58913,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-20,17.8,24.1,13.0,85.0,0.2,2.2,1.05,NW,0.4,10.3,0.55,-25.58912,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-21,17.8,23.5,13.4,86.0,7.6,2.2,1.23,N,0.4,10.0,0.54,-25.58912,-51.49227
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-22,14.3,16.4,12.2,95.0,56.1,0.4,1.33,NNE,0.1,1.2,0.59,-25.58909,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-23,14.5,19.9,11.2,89.0,0.0,2.3,2.27,NE,0.2,12.7,0.56,-25.5891,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-24,15.1,19.8,13.1,86.0,0.0,2.3,2.58,NE,0.3,11.8,0.55,-25.58909,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-25,16.6,23.1,13.2,82.0,0.0,2.7,1.98,N,0.4,12.8,0.55,-25.5891,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-26,17.0,23.8,12.4,77.0,0.0,3.0,1.78,N,0.5,13.2,0.54,-25.58906,-51.49227
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-27,18.1,23.7,13.8,71.0,0.2,3.0,2.31,NW,0.6,12.9,0.54,-25.58908,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-28,10.9,18.1,4.0,91.0,33.3,0.6,3.49,WSW,0.1,3.2,0.53,-25.58917,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-29,4.3,8.4,1.5,89.0,0.0,1.2,2.49,S,0.1,8.3,0.54,-25.5891,-51.49228
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-30,8.4,17.0,2.3,81.0,0.0,2.4,1.12,NE,0.3,13.7,0.55,-25.58909,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-05-31,9.8,18.6,3.6,80.0,0.0,2.1,1.1,NE,0.3,11.4,0.54,-25.5891,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-01,12.5,21.7,5.1,72.0,0.0,2.7,1.08,ENE,0.5,13.9,0.53,-25.5891,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-02,13.7,18.4,9.8,86.0,5.7,1.6,2.0,E,0.2,7.9,0.52,-25.58911,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-03,14.4,18.8,12.4,90.0,3.6,1.2,1.78,NE,0.2,6.3,0.54,-25.58911,-51.49228
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-04,15.4,21.6,12.9,92.0,57.8,1.1,1.62,NW,0.2,5.2,0.53,-25.58914,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-05,15.4,17.0,13.8,95.0,78.8,0.6,1.74,W,0.1,2.6,0.51,-25.58913,-51.49228
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-06,16.2,23.0,12.3,87.0,0.0,2.3,1.12,E,0.3,11.7,0.54,-25.58911,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-07,16.5,21.8,13.2,89.0,16.6,1.8,1.48,NW,0.2,8.4,0.51,-25.58913,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-08,15.0,19.2,11.1,88.0,13.7,2.1,1.33,SSW,0.2,10.5,0.54,-25.58908,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-09,12.8,19.3,9.7,85.0,0.7,2.1,1.62,ESE,0.3,10.5,0.53,-25.58906,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-10,10.8,18.0,5.8,81.0,0.0,2.3,1.47,E,0.3,12.6,0.54,-25.58907,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-11,9.2,16.7,4.0,71.0,0.0,2.4,1.51,ENE,0.4,13.3,0.54,-25.58906,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-12,7.2,11.4,3.9,79.0,0.1,1.6,3.83,ENE,0.2,9.8,0.52,-25.58909,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-13,10.4,15.8,6.7,78.0,0.2,2.2,3.9,NE,0.3,12.5,0.53,-25.58911,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-14,12.2,15.4,8.7,79.0,0.2,1.6,3.34,NE,0.3,7.3,0.51,-25.58907,-51.49226
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-15,13.3,17.8,9.5,86.0,40.3,1.8,1.67,W,0.2,9.3,0.53,-25.58913,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-16,15.4,22.1,8.6,89.0,0.0,1.7,1.49,NNW,0.2,8.5,0.53,-25.58911,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-17,17.3,22.4,13.2,80.0,0.0,2.5,2.13,NNW,0.4,10.7,0.53,-25.58905,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-18,16.6,23.1,12.4,73.0,0.0,2.6,1.56,N,0.6,11.7,0.52,-25.58908,-51.49226
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-19,16.9,22.7,13.0,73.0,0.0,2.1,1.39,N,0.6,8.7,0.51,-25.58911,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-20,13.8,16.5,10.3,93.0,13.3,0.4,1.97,W,0.1,1.6,0.54,-25.58911,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-21,12.9,18.3,8.9,82.0,4.6,2.2,0.93,WSW,0.3,12.1,0.54,-25.5891,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-22,14.9,18.5,12.3,89.0,18.3,1.2,3.13,WNW,0.2,5.6,0.51,-25.58909,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-23,10.5,16.4,2.3,87.0,45.9,1.1,2.57,SSW,0.2,6.2,0.51,-25.5891,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-24,1.7,8.4,-3.6,70.0,0.0,1.8,1.83,SSW,0.2,13.2,0.53,-25.58908,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-25,8.0,17.9,-2.0,44.0,0.0,2.9,2.25,NNE,0.7,13.5,0.48,-25.5891,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-26,12.9,15.2,10.0,89.0,45.9,0.4,2.88,WNW,0.2,1.3,0.48,-25.58911,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-27,15.0,21.9,10.4,86.0,1.3,2.2,1.38,NNE,0.3,11.4,0.46,-25.58912,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-28,16.3,20.2,13.5,91.0,7.4,1.3,2.21,NNW,0.2,5.8,0.43,-25.58911,-51.49227
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-29,15.0,17.3,11.6,89.0,2.9,0.8,1.92,WSW,0.2,3.5,0.42,-25.58908,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-06-30,9.4,11.7,6.2,95.0,0.1,0.6,1.39,ESE,0.1,3.1,0.43,-25.5891,-51.49218
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-01,7.6,11.6,4.4,91.0,0.1,1.0,1.54,ENE,0.1,6.4,0.41,-25.58912,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-02,6.7,9.4,4.5,94.0,1.1,0.5,2.24,E,0.1,3.0,0.42,-25.58913,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-03,7.5,12.7,5.2,89.0,0.0,1.7,2.57,ENE,0.1,11.4,0.41,-25.58909,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-04,9.3,13.6,6.6,83.0,0.0,1.9,2.94,ENE,0.2,12.1,0.4,-25.58913,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-05,10.3,18.1,4.5,78.0,0.0,2.3,1.29,NE,0.3,12.9,0.39,-25.5891,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-06,11.2,21.6,4.3,76.0,0.0,2.5,1.17,ENE,0.4,13.2,0.39,-25.58914,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-07,10.2,17.7,6.4,82.0,0.0,2.2,1.39,ENE,0.3,12.1,0.39,-25.5891,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-08,11.2,18.3,4.6,80.0,0.0,2.4,1.02,ESE,0.3,12.8,0.39,-25.58909,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-09,9.5,13.1,6.4,85.0,0.0,1.8,2.23,ENE,0.2,11.6,0.39,-25.58907,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-10,12.2,19.4,7.6,81.0,0.0,2.2,2.04,NNE,0.3,11.3,0.39,-25.58906,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-11,14.4,21.6,10.7,71.0,0.0,2.3,1.41,N,0.5,10.1,0.39,-25.58906,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-12,15.0,20.5,11.4,69.0,0.0,1.8,1.62,NE,0.6,7.4,0.39,-25.58909,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-13,14.3,21.0,10.3,71.0,0.0,2.6,2.17,NE,0.5,11.5,0.4,-25.58907,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-14,13.9,23.9,7.6,67.0,0.0,2.9,1.3,NE,0.7,13.6,0.4,-25.58909,-51.49227
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-15,14.5,23.3,8.8,68.0,0.0,2.4,1.56,NNE,0.6,10.9,0.4,-25.58906,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-16,15.1,23.4,10.4,69.0,0.0,2.5,1.7,NNE,0.6,11.2,0.4,-25.58908,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-17,12.9,19.4,5.7,76.0,0.4,2.0,2.26,WSW,0.4,9.0,0.4,-25.58909,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-18,8.9,17.2,3.4,77.0,0.0,2.3,1.33,S,0.3,14.0,0.41,-25.58909,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-19,12.2,23.3,4.3,71.0,0.0,2.8,1.09,NE,0.6,14.2,0.41,-25.58917,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-20,12.5,24.7,4.4,71.0,0.0,2.9,1.39,NE,0.6,14.0,0.41,-25.58909,-51.49219
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-21,12.8,22.5,5.1,69.0,0.0,2.9,1.01,ENE,0.6,14.3,0.41,-25.58911,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-22,13.5,21.9,6.5,72.0,0.0,2.4,1.04,E,0.5,11.6,0.41,-25.58906,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-23,15.8,24.4,9.0,70.0,0.0,2.9,1.04,ENE,0.7,12.7,0.41,-25.58911,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-24,11.1,13.2,9.6,91.0,9.9,0.4,1.65,NE,0.1,1.7,0.44,-25.58908,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-25,14.1,23.1,9.7,83.0,0.0,2.4,1.51,N,0.3,12.2,0.42,-25.5891,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-26,16.5,24.5,11.4,77.0,0.0,3.0,1.65,NNE,0.5,13.6,0.43,-25.58909,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-27,16.8,23.2,12.4,76.0,36.7,3.0,2.89,NNW,0.6,12.0,0.43,-25.58908,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-28,10.9,13.3,6.6,90.0,1.3,1.2,3.3,SSW,0.1,7.3,0.45,-25.5891,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-29,7.9,15.6,2.5,70.0,0.0,2.6,1.12,SE,0.4,15.3,0.45,-25.5891,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-30,9.4,19.8,1.8,59.0,0.0,3.0,1.83,NE,0.6,15.4,0.44,-25.5891,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-07-31,11.3,20.4,4.6,63.0,0.0,3.3,2.06,NE,0.6,15.7,0.43,-25.58911,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-01,13.8,22.7,5.3,68.0,0.0,3.3,2.33,NNE,0.6,15.3,0.43,-25.58909,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-02,18.2,23.6,14.3,63.0,0.0,2.7,2.26,NNW,0.8,10.5,0.43,-25.58908,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-03,17.2,22.5,13.3,64.0,0.4,2.6,2.63,NNE,0.8,9.8,0.43,-25.5891,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-04,13.8,16.9,11.6,87.0,18.3,1.1,1.47,ENE,0.2,5.1,0.45,-25.5891,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-05,13.9,18.8,11.1,87.0,0.1,1.9,1.93,ENE,0.2,9.8,0.45,-25.58908,-51.49223
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-06,11.1,15.4,8.5,88.0,0.0,1.8,2.32,ENE,0.2,10.4,0.44,-25.5891,-51.49226
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-07,13.9,20.3,8.0,81.0,2.9,2.6,1.41,NNW,0.4,13.2,0.45,-25.58909,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-08,10.3,14.4,3.4,89.0,3.3,1.7,1.89,SW,0.1,9.5,0.46,-25.58907,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-09,5.1,11.7,-0.1,80.0,0.0,2.3,1.3,SSE,0.2,15.6,0.45,-25.58908,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-10,8.1,17.7,-0.1,72.0,0.0,3.0,1.35,E,0.4,16.8,0.44,-25.58908,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-11,9.4,18.0,2.2,69.0,0.0,3.1,1.15,NNE,0.5,16.7,0.44,-25.5891,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-12,10.4,19.9,2.4,70.0,0.0,3.1,1.11,NNE,0.5,17.0,0.44,-25.58911,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-13,11.8,21.3,3.7,64.0,0.0,3.5,1.31,NNE,0.7,17.2,0.44,-25.58911,-51.49222
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-14,13.5,23.7,6.1,68.0,0.0,3.5,2.21,NE,0.7,17.3,0.44,-25.58908,-51.49221
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-15,10.2,15.6,7.4,84.0,0.0,2.5,4.07,NE,0.2,15.1,0.44,-25.58913,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-16,13.5,23.8,7.5,75.0,0.0,3.4,2.78,NE,0.5,17.4,0.44,-25.58919,-51.49211
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-17,15.4,25.0,8.3,69.0,0.0,3.7,1.53,NE,0.7,17.3,0.44,-25.58919,-51.49218
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-18,15.8,23.8,9.5,70.0,0.0,3.6,2.52,NE,0.6,16.8,0.45,-25.58917,-51.49216
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-19,15.5,22.0,10.4,74.0,0.2,3.3,4.15,NNE,0.5,14.8,0.45,-25.58913,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-20,15.1,20.5,11.5,82.0,32.3,2.6,1.73,WNW,0.3,12.5,0.48,-25.5891,-51.49224
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-21,17.8,25.6,10.1,80.0,0.0,3.6,1.43,N,0.5,15.8,0.47,-25.58911,-51.4922
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-22,21.3,26.4,16.5,65.0,0.5,4.3,2.77,NNW,1.0,17.3,0.47,-25.58911,-51.49225
D006642,BL Ponta Grossa,Ponta Grossa,PR,2025-08-23,20.5,26.4,15.7,59.0,0.1,3.4,2.48,WNW,1.1,13.0,0.46,-25.5891,-51.49216
